index,label
10003,0
10006,0
10008,0
10009,0
10020,0
10021,0
10028,0
10031,0
10037,0
10039,0
10040,0
10041,0
10047,0
10049,0
10059,0
10061,0
10062,0
10064,0
10069,0
10070,0
10076,0
10078,0
10079,0
10082,0
10088,0
10089,0
10091,0
10093,0
10095,0
10097,0
10098,0
10102,0
10112,0
10117,0
10118,0
10127,0
10130,0
10131,0
10135,0
10136,0
10143,0
10144,0
10145,0
10147,0
10149,0
10150,0
10151,0
10154,0
10156,0
10158,0
10160,0
10161,0
10164,0
10170,0
10171,0
10173,0
10177,0
10180,0
10186,0
10194,0
10202,0
10207,0
10208,0
10209,0
10210,0
10212,0
10219,0
10227,0
10232,0
10239,0
10240,0
10244,0
10249,0
10250,0
10256,0
10261,0
10262,0
10263,0
10264,0
10265,0
10266,0
10268,0
10270,0
10273,0
10274,0
10276,0
10277,0
10281,0
10286,0
10287,0
10290,0
10292,0
10294,0
10300,0
10302,0
10304,0
10305,0
10306,0
10313,0
10317,0
10321,0
10323,0
10324,0
10330,0
10332,0
10336,0
10338,0
10339,0
10346,0
10348,0
10350,0
10351,0
10354,0
10355,0
10364,0
10365,0
10367,0
10371,0
10380,0
10382,0
10384,0
10389,0
10391,0
10394,0
10395,0
10404,0
10405,0
10410,0
10414,0
10415,0
10417,0
10422,0
10423,0
10425,0
10427,0
10428,0
10430,0
10434,0
10435,0
10437,0
10442,0
10444,0
10449,0
10450,0
10457,0
10460,0
10465,0
10478,0
10491,0
10497,0
10500,0
10509,0
10517,0
10518,0
10519,0
10523,0
10530,0
10534,0
10535,0
10538,0
10540,0
10544,0
10549,0
10551,0
10560,0
10561,0
10562,0
10565,0
10572,0
10573,0
10574,0
10575,0
10579,0
10581,0
10582,0
10583,0
10586,0
10598,0
10599,0
10605,0
10609,0
10615,0
10622,0
10623,0
10625,0
10633,0
10636,0
10638,0
10639,0
10641,0
10650,0
10653,0
10659,0
10661,0
10662,0
10664,0
10665,0
10670,0
10674,0
10675,0
10676,0
10681,0
10685,0
10686,0
10688,0
10690,0
10691,0
10692,0
10694,0
10695,0
10705,0
10708,0
10712,0
10715,0
10716,0
10717,0
10720,0
10721,0
10722,0
10723,0
10733,0
10735,0
10738,0
10739,0
10744,0
10746,0
10747,0
10748,0
10750,0
10752,0
10754,0
10769,0
10771,0
10773,0
10776,0
10778,0
10782,0
10787,0
10792,0
10794,0
10797,0
10817,0
10823,0
10824,0
10825,0
10830,0
10832,0
10839,0
10844,0
10846,0
10847,0
10848,0
10849,0
10851,0
10859,0
10861,0
10866,0
10870,0
10872,0
10874,0
10875,0
10877,0
10878,0
10882,0
10884,0
10890,0
10892,0
10895,0
10902,0
10905,0
10906,0
10908,0
10911,0
10914,0
10922,0
10926,0
10931,0
10932,0
10934,0
10936,0
10941,0
10942,0
10948,0
10952,0
10956,0
10958,0
10961,0
10962,0
10964,0
10965,0
10968,0
10971,0
10975,0
10976,0
10977,0
10984,0
10985,0
10988,0
10993,0
10996,0
10997,0
10999,0
11005,0
