index,label
1002,1
1003,1
1006,1
1013,1
1015,1
1018,1
1023,1
1029,1
1031,1
1034,1
1035,1
1036,1
1038,1
1040,1
1041,1
1046,1
1047,1
1048,1
1051,1
1052,1
1053,1
1054,1
1057,1
1059,1
1069,1
1072,1
1081,1
1082,1
1085,1
1086,1
1087,1
1090,1
1091,1
1093,1
1096,1
1102,1
1104,1
1111,1
1112,1
1113,1
1114,1
1119,1
1121,1
1126,1
1127,1
1130,1
1137,1
1138,1
1139,1
1140,1
1141,1
1143,1
1147,1
1155,1
1157,1
1159,1
1161,1
1166,1
1167,1
1170,1
1173,1
1187,1
1188,1
1195,1
1197,1
1205,1
1206,1
1215,1
1218,1
1220,1
1222,1
1226,1
1227,1
1231,1
1233,1
1236,1
1238,1
1241,1
1243,1
1244,1
1245,1
1247,1
1250,1
1251,1
1257,1
1260,1
1262,1
1270,1
1274,1
1279,1
1280,1
1282,1
1283,1
1285,1
1287,1
1289,1
1291,1
1295,1
1296,1
1301,1
1305,1
1310,1
1314,1
1316,1
1321,1
1322,1
1326,1
1329,1
1331,1
1334,1
1336,1
1339,1
1341,1
1343,1
1344,1
1345,1
1347,1
1348,1
1354,1
1357,1
1359,1
1360,1
1361,1
1362,1
1363,1
1366,1
1367,1
1368,1
1371,1
1372,1
1374,1
1376,1
1377,1
1378,1
1382,1
1383,1
1389,1
1392,1
1393,1
1396,1
1403,1
1407,1
1408,1
1409,1
1411,1
1413,1
1419,1
1422,1
1423,1
1424,1
1426,1
1428,1
1429,1
1432,1
1440,1
1444,1
1445,1
1452,0
1460,0
1469,0
1477,0
1480,0
1482,0
1483,0
1517,0
1521,0
1543,0
1548,0
1574,0
1581,0
1586,0
1598,0
1599,0
1603,0
1604,0
1612,0
1618,0
1622,0
1628,0
1641,0
1664,0
1669,0
1680,0
1687,0
1695,0
1697,0
1699,0
1713,0
1721,0
1729,0
1751,0
1755,0
1759,0
1760,0
1769,0
1772,0
1778,0
1779,0
1786,0
1790,0
1810,0
1818,0
1820,0
1821,0
1828,0
1855,0
1862,0
1874,0
1894,0
1896,0
1909,0
1912,0
1920,0
1922,0
1924,0
1926,0
1932,0
1933,0
1935,0
1940,0
1949,0
1952,0
1958,0
1964,0
1982,0
2006,0
2009,0
2011,0
2013,0
2016,0
2021,0
2023,0
2039,0
2042,0
2044,0
2050,0
2052,0
2054,0
2056,0
2068,0
2071,0
2081,0
2082,0
2083,0
2086,0
2104,0
21048,1
2112,0
2116,0
2120,0
2126,0
2127,0
21323,1
21345,1
21356,1
2138,0
2143,0
21437,1
21453,1
21481,1
21539,1
2155,0
21558,1
21562,1
2159,0
21607,1
2162,0
21632,1
21666,1
21708,1
2173,0
2175,0
21784,1
21794,1
21840,1
2194,0
21940,1
2198,0
2203,0
22112,0
22248,0
2231,0
22417,0
22428,0
22642,0
22687,0
2272,0
2274,0
22808,0
2291,0
22921,0
22937,0
22957,0
2297,0
23023,0
2312,0
23139,0
2319,0
2325,0
2327,0
23305,0
23316,0
2332,0
2335,0
23370,0
23378,0
23381,0
23383,0
2339,0
23448,0
2358,0
23593,1
23600,1
23611,1
23615,1
23618,1
23633,1
23653,0
23664,0
23668,0
2367,0
23676,0
23682,0
23691,0
23698,0
23716,0
23725,0
23747,0
2377,0
2379,0
2384,0
2398,0
2401,0
2406,0
2416,0
2418,0
2423,0
2426,0
2428,0
2433,0
2438,0
2445,0
2446,0
2451,0
2455,0
2458,0
2463,0
2473,0
2482,0
2488,0
2501,0
2502,0
2507,0
2509,0
2520,0
2530,0
2547,0
2564,0
2568,0
2569,0
2583,0
2589,0
2590,0
2597,0
2614,0
2616,0
2623,0
2637,0
2640,0
2657,0
2660,0
2661,0
2669,0
2671,0
2678,0
2683,0
2687,0
2688,0
2708,0
2714,0
2719,0
2733,0
2736,0
2751,0
2764,0
2773,0
2777,0
2780,0
2790,0
2800,0
2801,0
2803,0
2810,0
2818,0
2822,0
2826,0
2834,0
2839,0
2844,0
2864,0
2868,0
2875,0
2877,0
2879,0
2883,0
2887,0
2888,0
2899,0
2905,0
2913,0
2925,0
2932,0
2935,0
2943,0
2954,0
2961,0
2968,0
2984,0
2989,0
2996,0
3007,0
3011,0
3017,0
3019,0
3032,0
3034,0
3048,0
3054,0
3061,0
3063,0
3071,0
3072,0
3078,0
3079,0
3083,0
3089,0
3096,0
3097,0
3099,0
3100,0
3104,0
3131,0
3132,0
3158,0
3159,0
3160,0
3166,0
3174,0
3192,0
3193,0
3206,0
3215,0
3227,0
3228,0
3236,0
3238,0
3263,0
3269,0
3273,0
3276,0
3281,0
3282,0
3283,0
3287,0
3292,0
3300,0
3314,0
3318,0
3328,0
3332,0
3339,0
3348,0
3350,0
3352,0
3357,0
3366,0
3369,0
3392,0
3393,0
3397,0
3406,0
3408,0
3409,0
3412,0
3417,0
3419,0
3430,0
3433,0
3435,0
3443,0
3444,0
3454,0
3459,0
3461,0
3465,0
3472,0
3476,0
348,1
3481,0
3486,0
3487,0
3488,0
3497,0
350,1
3506,0
3508,0
351,1
3514,0
3516,0
3522,0
3523,0
3545,0
355,1
3555,0
3560,0
3577,0
359,1
3609,0
3628,0
3629,0
3638,0
365,1
3655,0
3658,0
3674,0
3676,0
3685,0
369,1
3690,0
3697,0
370,1
3703,0
3708,0
3714,0
3718,0
3722,0
374,1
3747,0
375,1
3767,0
377,1
3773,0
3779,0
378,1
3782,0
379,1
3796,0
381,1
3811,0
3816,0
3818,0
3832,0
3839,0
3841,0
3852,0
3857,0
3878,0
388,1
3882,0
3892,0
3893,0
3901,0
3903,0
391,1
3910,0
3913,0
3914,0
3918,0
3919,0
3921,0
3923,0
3939,0
3947,0
3948,0
395,1
3952,0
3961,0
3964,0
3971,0
3975,0
398,1
3982,0
3992,0
4013,0
4015,0
4016,0
4019,0
402,1
4022,0
4026,0
4029,0
4030,0
4035,0
4042,0
4045,0
4051,0
4070,0
4071,0
4079,0
408,1
4082,0
4088,0
4092,0
4106,0
4121,0
4128,0
4130,0
4146,0
4161,0
4167,0
4176,0
4180,0
4185,0
4186,0
4187,0
419,1
4195,0
4207,0
4213,0
4214,0
4221,0
4222,0
4225,0
4228,0
4231,0
4235,0
4237,0
4238,0
4243,0
4254,0
4256,0
4271,0
4279,0
428,1
4281,0
429,1
4292,0
4294,0
4295,0
4304,0
4306,0
4311,0
4319,0
4322,0
4326,0
4328,0
4329,0
4331,0
4339,0
434,1
4340,0
4342,0
4344,0
4360,0
4365,0
4377,0
4383,0
4391,0
4403,0
4430,0
444,1
4448,0
4451,0
4455,0
4456,0
4459,0
446,1
4460,0
447,1
4476,0
448,1
4480,0
4483,0
4489,0
4491,0
4494,0
4498,0
4499,0
450,1
4505,0
4512,0
4519,0
4520,0
453,1
4531,0
4535,0
4536,0
4538,0
4553,0
4559,0
456,1
4563,0
4565,0
4578,0
460,1
4601,0
461,1
4610,0
4612,0
4614,0
4618,0
4620,0
4622,0
463,1
4634,0
4635,0
4638,0
464,1
4655,0
4677,0
468,1
4698,0
4699,0
471,1
4713,0
473,1
4730,0
4733,0
4736,0
4755,0
4760,0
4761,0
4772,0
4776,0
4778,0
4780,0
4781,0
4785,0
4789,0
4793,0
4799,0
480,1
4801,0
4807,0
4817,0
4825,0
4836,0
484,1
4840,0
4843,0
4848,0
4850,0
4851,0
4860,0
4873,0
4875,0
4881,0
4882,0
4890,0
4892,0
4899,0
4911,0
492,1
4923,0
4926,0
4930,0
4938,0
495,1
4955,0
497,1
4970,0
4976,0
499,1
5003,0
5006,0
5008,0
5009,0
501,1
505,1
5062,0
507,1
5089,0
510,1
5101,0
5105,0
5112,0
5119,0
5128,0
5132,0
5140,0
5148,0
515,1
5153,0
5164,0
5165,0
5167,0
517,1
5174,0
5177,0
518,1
5185,0
5198,0
5205,0
5206,0
5208,0
5209,0
521,1
5213,0
5216,0
522,1
5220,0
5233,0
524,1
5248,0
5251,0
5253,0
5257,0
5267,0
527,1
5270,0
5284,0
530,1
5301,0
531,1
5332,0
534,1
5348,0
5349,0
5350,0
5355,0
536,1
5373,0
5386,0
539,1
5391,0
5393,0
5395,0
5396,0
5398,0
5405,0
5422,0
5445,0
5454,0
5456,0
5459,0
546,1
547,1
5473,0
5474,0
5475,0
5482,0
5498,0
5510,0
5512,0
5519,0
5527,0
5550,0
5553,0
5554,0
5559,0
5560,0
5561,0
5585,0
559,1
5591,0
5603,0
561,1
5611,0
5614,0
5616,0
5617,0
5618,0
562,1
5623,0
5630,0
5633,0
5637,0
5638,0
5644,0
5648,0
5651,0
5668,0
5672,0
568,1
5713,0
5715,0
5718,0
572,1
5721,0
5726,0
5727,0
5729,0
5733,0
5743,0
5751,0
5769,0
5773,0
578,1
5784,0
5786,0
5788,0
5789,0
5795,0
5796,0
5804,0
581,1
5814,0
5821,0
5824,0
5827,0
5831,0
5834,0
584,1
5857,0
5858,0
5859,0
586,1
5863,0
5866,0
5870,0
588,1
5880,0
5886,0
589,1
5908,0
592,1
593,1
5936,0
595,1
5952,0
5957,0
5967,0
5976,0
5982,0
5987,0
5988,0
5991,0
5995,0
6009,0
6013,0
6021,0
603,1
6034,0
6038,0
604,1
6046,0
6063,0
6065,0
6067,0
6071,0
6077,0
6078,0
608,1
6080,0
6095,0
6098,0
611,1
6113,0
6125,0
6126,0
614,1
615,1
6159,0
616,1
6161,0
6164,0
6171,0
6174,0
618,1
6186,0
6196,0
6209,0
621,1
6216,0
622,1
6222,0
6223,0
6230,0
6232,0
6245,0
6250,0
6253,0
6257,0
6279,0
6281,0
6287,0
6294,0
6305,0
6306,0
6312,0
6315,0
6319,0
632,1
6321,0
6325,0
6327,0
6328,0
6329,0
6331,0
6334,0
6339,0
6340,0
6350,0
636,1
6361,0
637,1
6370,0
6374,0
6375,0
6378,0
639,1
6407,0
6418,0
642,1
6422,0
6452,0
6464,0
6465,0
6489,0
6496,0
6501,0
6507,0
6508,0
651,1
6519,0
6531,0
6533,0
6566,0
6579,0
6599,0
6607,0
6618,0
6623,0
664,1
6640,0
6643,0
6652,0
6663,0
6666,0
6671,0
668,1
6680,0
6681,0
6685,0
6688,0
6691,0
670,1
6709,0
6715,0
6725,0
6744,0
6746,0
6748,0
6749,0
675,1
6756,0
6759,0
6760,0
6769,0
6771,0
6779,0
6791,0
6794,0
6795,0
6800,0
6801,0
6816,0
682,1
6821,0
6831,0
6844,0
6846,0
6849,0
6852,0
6860,0
687,1
6879,0
6884,0
6887,0
6890,0
6893,0
691,1
6923,0
6925,0
6943,0
6951,0
6956,0
6965,0
6966,0
697,1
6970,0
6974,0
6975,0
6979,0
6981,0
6983,0
6986,0
699,1
6992,0
6996,0
6999,0
700,1
7000,0
7007,0
701,1
7010,0
7014,0
7027,0
7029,0
703,1
7038,0
704,1
7040,0
7046,0
7048,0
7067,0
707,1
7070,0
7071,0
7079,0
7099,0
7101,0
7125,0
7126,0
7129,0
7145,0
7146,0
7148,0
7157,0
7162,0
7173,0
7175,0
718,1
719,1
7203,0
7207,0
7227,0
7235,0
7239,0
724,1
7243,0
7244,0
7250,0
7252,0
7254,0
7255,0
7266,0
7274,0
7277,0
7279,0
7287,0
7288,0
729,1
7294,0
730,1
7302,0
7310,0
7313,0
7314,0
7319,0
732,1
7329,0
733,1
734,1
7341,0
7366,0
737,1
7373,0
7384,0
7386,0
7389,0
739,1
7403,0
742,1
7431,0
744,1
745,1
7450,0
7468,0
7471,0
7475,0
7481,0
7499,0
7500,0
7503,0
7508,0
7509,0
751,1
7510,0
7513,0
7532,0
754,1
7545,0
755,1
7553,0
7557,0
7558,0
756,1
7579,0
758,1
7586,0
7590,0
7595,0
7606,0
7619,0
7621,0
7623,0
7624,0
7630,0
7640,0
7644,0
7648,0
765,1
7652,0
7660,0
7662,0
767,1
7671,0
7688,0
7690,0
7693,0
7697,0
7704,0
7720,0
7723,0
7724,0
7725,0
773,1
7734,0
774,1
7740,0
775,1
7753,0
7756,0
7758,0
7764,0
7766,0
7767,0
777,1
7770,0
7789,0
7791,0
7792,0
781,1
7814,0
7825,0
7831,0
7835,0
7852,0
7860,0
7871,0
7879,0
7882,0
789,1
7893,0
791,1
7912,0
7933,0
7935,0
795,1
7959,0
796,1
7963,0
7970,0
7978,0
7979,0
7994,0
7998,0
8004,0
8017,0
8019,0
802,1
8024,0
803,1
8039,0
804,1
8040,0
8048,0
8050,0
8052,0
8067,0
8069,0
8077,0
8079,0
808,1
8083,0
8088,0
809,1
810,1
8104,0
8108,0
8109,0
8116,0
8123,0
8125,0
8131,0
8134,0
8148,0
8155,0
8158,0
8160,0
821,1
823,1
824,1
825,1
830,1
839,1
840,1
841,1
843,1
848,1
850,1
852,1
854,1
855,1
857,1
861,1
862,1
866,1
870,1
871,1
872,1
879,1
880,1
898,1
900,1
905,1
920,1
922,1
926,1
928,1
930,1
932,1
937,1
938,1
939,1
942,1
943,1
950,1
952,1
955,1
970,1
972,1
976,1
979,1
985,1
991,1
994,1
998,1
