index,label
1470,0
1627,0
1661,0
1666,0
1693,0
1806,0
1809,0
1814,0
1819,0
1843,0
1902,0
1994,0
2077,0
2091,0
2095,0
21007,1
21011,1
21017,1
21025,1
21026,1
21038,1
21041,1
21045,1
21050,1
21067,1
21068,1
21069,1
21072,1
21073,1
21082,1
21083,1
2109,0
21091,1
21099,0
21104,0
21105,0
21109,0
21110,0
21113,0
21120,0
21123,0
21124,0
21128,0
21129,0
21137,0
21138,0
21140,0
21141,0
21149,0
21151,0
21152,0
21153,0
21155,0
21157,0
21161,0
21171,0
21175,0
21178,0
21179,0
21180,0
21193,0
21194,0
21211,0
21213,0
21217,0
21221,0
21229,0
21232,0
21234,0
21238,0
21239,0
21248,0
21251,0
21253,0
21261,0
21265,0
21269,0
21274,0
21277,0
21284,0
21290,1
21293,1
21295,1
21297,1
21299,1
21302,1
21305,1
21306,1
21309,1
21310,1
21315,1
21316,1
21322,1
21326,1
21328,1
21329,1
21330,1
21331,1
21343,1
21344,1
21346,1
21350,1
21358,1
21362,1
21366,1
21367,1
21369,1
21370,1
21373,1
21377,1
21378,1
21381,1
21382,1
21385,1
21404,1
21408,1
21409,1
21410,1
21415,1
21416,1
21420,1
21421,1
21425,1
21436,1
21440,1
21442,1
21446,1
21447,1
21448,1
21456,1
21458,1
21459,1
21460,1
21468,1
21469,1
21471,1
21474,1
21478,1
21484,1
21488,1
21489,1
21493,1
21496,1
21499,1
21501,1
21502,1
21513,1
21514,1
21518,1
21521,1
21522,1
21523,1
21532,1
21535,1
21536,1
21543,1
21545,1
21554,1
21555,1
21556,1
21557,1
21564,1
21565,1
21566,1
21568,1
21569,1
21570,1
21573,1
21574,1
21578,1
21580,1
21582,1
21583,1
21589,1
21590,1
21591,1
21595,1
21605,1
21608,1
21609,1
21610,1
21614,1
21615,1
21616,1
21617,1
21621,1
21626,1
21633,1
21647,1
21649,1
21653,1
21654,1
21657,1
21658,1
21660,1
21662,1
21663,1
21669,1
21678,1
2168,0
21686,1
21689,1
2169,0
21691,1
21692,1
21698,1
21699,1
21700,1
21703,1
21704,1
21707,1
21712,1
21718,1
21732,1
21735,1
21741,1
21743,1
21745,1
21747,1
21755,1
21759,1
21760,1
21766,1
21770,1
21771,1
21774,1
21779,1
21780,1
21781,1
21782,1
21785,1
21789,1
21790,1
21791,1
21793,1
21797,1
21800,1
21805,1
21806,1
21807,1
21809,1
21810,1
21811,1
21813,1
21814,1
21819,1
21824,1
21825,1
21826,1
21827,1
21828,1
21829,1
21830,1
21837,1
21841,1
21842,1
21847,1
21849,1
21853,1
21857,1
21860,1
21866,1
21867,1
2187,0
21873,1
21875,1
21876,1
21877,1
21878,1
21880,1
21882,1
2189,0
21895,1
21896,1
21898,1
21903,1
21908,1
21909,1
21912,1
21916,1
21923,1
21925,1
21926,1
21927,1
21934,1
21937,1
21938,1
21939,1
21947,1
21952,1
21958,1
21961,1
21964,1
21966,1
21967,1
21971,1
21976,1
21981,1
21983,1
21987,1
21988,1
2199,0
21993,1
21995,1
21996,1
21999,1
22000,1
22013,0
22017,0
22021,0
22031,0
22038,0
22041,0
22049,0
22050,0
22051,0
22058,0
22061,0
22063,0
22072,0
22074,0
22079,0
22086,0
22089,0
22099,0
22104,0
22113,0
22115,0
22121,0
22122,0
22126,0
22127,0
22136,0
22145,0
22159,0
22160,0
22161,0
22162,0
22166,0
22169,0
22171,0
22188,0
22189,0
22190,0
22197,0
22200,0
22201,0
22206,0
2221,0
22210,0
22213,0
22217,0
22230,0
22238,0
22242,0
22250,0
22252,0
22257,0
22265,0
22273,0
22277,0
22279,0
22287,0
22291,0
22299,0
22303,0
22308,0
22309,0
22312,0
22316,0
22325,0
22327,0
22328,0
22330,0
22351,0
22352,0
22359,0
22378,0
22379,0
22388,0
22389,0
2239,0
22390,0
22393,0
22397,0
22400,0
22401,0
22409,0
22415,0
22416,0
22418,0
22420,0
22421,0
22422,0
22427,0
22431,0
22432,0
22440,0
22445,0
22455,0
22465,0
22467,0
22468,0
22469,0
22470,0
22475,0
22488,0
22496,0
22504,0
22507,0
22523,0
22524,0
22532,0
22535,0
22537,0
22538,0
22549,0
22552,0
22557,0
22560,0
22564,0
22567,0
22577,0
22582,0
22584,0
22586,0
22587,0
22595,0
22599,0
22603,0
22604,0
22609,0
22614,0
22618,0
22621,0
22625,0
22629,0
22634,0
22635,0
22647,0
22650,0
22651,0
22670,0
22677,0
22682,0
22699,0
22703,0
22704,0
22706,0
22725,0
22733,0
22734,0
22735,0
22745,0
22750,0
22754,0
22756,0
22762,0
22763,0
22764,0
22766,0
22768,0
22772,0
22773,0
22775,0
22780,0
22781,0
22782,0
22786,0
22792,0
22798,0
22801,0
22805,0
22811,0
22815,0
22818,0
22825,0
22827,0
