index,label
11581,1
11615,1
11620,1
11624,1
11625,1
11646,1
11647,1
11655,1
11656,1
11664,1
11686,1
11692,1
11725,1
11726,1
11742,1
11745,1
11749,1
11752,1
11755,1
11769,1
11800,1
11808,1
11812,1
11817,1
11822,1
11834,1
11845,1
11864,1
11884,1
11906,1
11910,1
11911,1
11914,1
11939,1
11946,1
11949,1
11964,1
11981,1
11985,1
11986,1
11997,1
12025,1
12033,1
12062,1
12065,1
12073,1
12081,1
12082,1
12084,1
12089,1
12123,1
12128,1
12135,1
12145,1
12155,1
12160,1
12164,1
12166,1
12184,1
12191,1
12194,1
12206,1
12211,1
12215,1
12224,1
12232,1
12253,1
12300,1
12302,1
12312,1
12319,1
12322,1
12332,1
12340,1
12347,1
12353,1
12383,1
12422,1
12426,1
12450,1
12460,1
12467,1
12493,1
12501,0
12504,0
12517,0
12521,0
12530,0
12535,0
12548,0
12552,0
12553,0
12554,0
12560,0
12561,0
12588,0
12615,0
12619,0
12650,0
12656,0
12694,0
12708,0
12722,0
12725,0
12726,0
12727,0
12742,0
12782,0
12796,0
12800,0
12804,0
12823,0
12832,0
12837,0
12839,0
12841,0
12851,0
12867,0
12870,0
12886,0
12931,0
12942,0
12947,0
12961,0
12976,0
12983,0
12992,0
12997,0
13002,0
13005,0
13029,0
13046,0
13050,0
13056,0
13075,0
13090,0
13111,0
13112,0
13126,0
13142,0
13158,0
13164,0
13168,0
13178,0
13182,0
13189,0
13191,0
13198,0
13216,0
13232,0
13245,0
13249,0
13263,0
13271,0
13279,0
13300,0
13358,0
13364,0
13397,0
13411,0
13415,0
13424,0
13431,0
13439,0
13441,0
13473,0
13512,0
13517,0
13526,0
13532,0
13543,0
13547,0
13566,0
13575,0
13581,0
13584,0
13600,0
13615,0
13616,0
13626,0
13629,0
13643,0
13645,0
13661,0
13662,0
13677,0
13688,0
13689,0
13691,0
13693,0
13699,0
13700,0
13709,0
13712,0
13720,0
13733,0
13743,0
13757,0
13790,0
13798,0
13799,0
13803,0
13804,0
13816,0
13825,0
13839,0
13840,0
13846,0
13850,0
13861,0
13863,0
13873,0
13894,0
13906,0
13909,0
13916,0
13919,0
13945,0
13952,0
13974,0
13976,0
13994,0
13997,0
14013,0
14022,0
14032,0
14033,0
14036,0
14050,0
14053,0
14070,0
14082,0
14087,0
14088,0
14108,0
14127,0
14134,0
14159,0
14169,0
14170,0
14203,0
14205,0
14220,0
14235,0
14236,0
14237,0
14238,0
14262,0
14263,0
14268,0
14283,0
14296,0
14307,0
14308,0
14309,0
14312,0
14337,0
14345,0
14370,0
14371,0
14378,0
14383,0
14398,0
14425,0
14426,0
14432,0
14436,0
14445,0
14455,0
14472,0
14474,0
14481,0
14497,0
14510,0
14513,0
14519,0
14529,0
14536,0
14542,0
14550,0
14551,0
14566,0
14576,0
14613,0
14614,0
14617,0
14623,0
14626,0
14654,0
14679,0
14684,0
14686,0
14704,0
14705,0
14723,0
14727,0
14730,0
14734,0
14742,0
14756,0
14774,0
14778,0
14821,0
14828,0
14830,0
14832,0
14834,0
14865,0
14873,0
14882,0
14887,0
14889,0
14890,0
14895,0
14915,0
14916,0
14944,0
14950,0
14955,0
14959,0
14965,0
14969,0
15002,0
15006,0
15042,0
20986,1
20987,1
20990,1
20993,0
20994,0
21000,0
23814,1
23819,1
23825,1
23846,0
